Universidade	ODS	Indicador	Ano	Valor	Overall	Percentil_ranking_metrica
Universidade Federal de Minas Gerais	ODS 10	Scholarly Output (THE) Median	2022	7	20	
Universidade Federal de Minas Gerais	ODS 10	Scholarly Output (THE) Median	2023	7	20	
Universidade Federal de Minas Gerais	ODS 10	Field-Weighted Citation Impact - 5 Year (THE)	2019	1.31	1.18	63rd
Universidade Federal de Minas Gerais	ODS 10	Field-Weighted Citation Impact - 5 Year (THE)	2020	0.97	1.18	63rd
Universidade Federal de Minas Gerais	ODS 10	Field-Weighted Citation Impact - 5 Year (THE)	2021	1.61	1.18	63rd
Universidade Federal de Minas Gerais	ODS 10	Field-Weighted Citation Impact - 5 Year (THE)	2022	1.02	1.18	63rd
Universidade Federal de Minas Gerais	ODS 10	Field-Weighted Citation Impact - 5 Year (THE)	2023	1.01	1.18	63rd
Universidade Federal de Minas Gerais	ODS 10	Field-Weighted Citation Impact - 5 Year (THE) Median	2019	0.87	1.07	
Universidade Federal de Minas Gerais	ODS 10	Field-Weighted Citation Impact - 5 Year (THE) Median	2020	0.97	1.07	
Universidade Federal de Minas Gerais	ODS 10	Field-Weighted Citation Impact - 5 Year (THE) Median	2021	1.03	1.07	
Universidade Federal de Minas Gerais	ODS 10	Field-Weighted Citation Impact - 5 Year (THE) Median	2022	1.07	1.07	
Universidade Federal de Minas Gerais	ODS 10	Field-Weighted Citation Impact - 5 Year (THE) Median	2023	1.04	1.07	
Universidade Federal de Minas Gerais	ODS 10	Output in Top 10% Journals (THE)	2019	11	74	95th
Universidade Federal de Minas Gerais	ODS 10	Output in Top 10% Journals (THE)	2020	13	74	95th
Universidade Federal de Minas Gerais	ODS 10	Output in Top 10% Journals (THE)	2021	18	74	95th
Universidade Federal de Minas Gerais	ODS 10	Output in Top 10% Journals (THE)	2022	12	74	95th
Universidade Federal de Minas Gerais	ODS 10	Output in Top 10% Journals (THE)	2023	20	74	95th
Universidade Federal de Minas Gerais	ODS 10	Output in Top 10% Journals (THE) Median	2019	1	3	
Universidade Federal de Minas Gerais	ODS 10	Output in Top 10% Journals (THE) Median	2020	1	3	
Universidade Federal de Minas Gerais	ODS 10	Output in Top 10% Journals (THE) Median	2021	1	3	
Universidade Federal de Minas Gerais	ODS 10	Output in Top 10% Journals (THE) Median	2022	1	3	
Universidade Federal de Minas Gerais	ODS 10	Output in Top 10% Journals (THE) Median	2023	1	3	
Universidade Federal de Minas Gerais	ODS 11	Scholarly Output (THE)	2019	111	647	97th
Universidade Federal de Minas Gerais	ODS 11	Scholarly Output (THE)	2020	114	647	97th
Universidade Federal de Minas Gerais	ODS 11	Scholarly Output (THE)	2021	139	647	97th
Universidade Federal de Minas Gerais	ODS 11	Scholarly Output (THE)	2022	124	647	97th
Universidade Federal de Minas Gerais	ODS 11	Scholarly Output (THE)	2023	159	647	97th
Universidade Federal de Minas Gerais	ODS 11	Scholarly Output (THE) Median	2019	9	44	
Universidade Federal de Minas Gerais	ODS 11	Scholarly Output (THE) Median	2020	9	44	
Universidade Federal de Minas Gerais	ODS 11	Scholarly Output (THE) Median	2021	12	44	
Universidade Federal de Minas Gerais	ODS 11	Scholarly Output (THE) Median	2022	13	44	
Universidade Federal de Minas Gerais	ODS 11	Scholarly Output (THE) Median	2023	14	44	
Universidade Federal de Minas Gerais	ODS 11	Field-Weighted Citation Impact - 5 Year (THE)	2019	0.88	0.9	40th
Universidade Federal de Minas Gerais	ODS 11	Field-Weighted Citation Impact - 5 Year (THE)	2020	0.99	0.9	40th
Universidade Federal de Minas Gerais	ODS 11	Field-Weighted Citation Impact - 5 Year (THE)	2021	0.98	0.9	40th
Universidade Federal de Minas Gerais	ODS 11	Field-Weighted Citation Impact - 5 Year (THE)	2022	0.78	0.9	40th
Universidade Federal de Minas Gerais	ODS 11	Field-Weighted Citation Impact - 5 Year (THE)	2023	0.89	0.9	40th
Universidade Federal de Minas Gerais	ODS 11	Field-Weighted Citation Impact - 5 Year (THE) Median	2019	1.05	1.15	
Universidade Federal de Minas Gerais	ODS 11	Field-Weighted Citation Impact - 5 Year (THE) Median	2020	1.1	1.15	
Universidade Federal de Minas Gerais	ODS 11	Field-Weighted Citation Impact - 5 Year (THE) Median	2021	1.11	1.15	
Universidade Federal de Minas Gerais	ODS 11	Field-Weighted Citation Impact - 5 Year (THE) Median	2022	1.08	1.15	
Universidade Federal de Minas Gerais	ODS 11	Field-Weighted Citation Impact - 5 Year (THE) Median	2023	1.08	1.15	
Universidade Federal de Minas Gerais	ODS 11	Output in Top 10% Journals (THE)	2019	21	170	96th
Universidade Federal de Minas Gerais	ODS 11	Output in Top 10% Journals (THE)	2020	29	170	96th
Universidade Federal de Minas Gerais	ODS 11	Output in Top 10% Journals (THE)	2021	48	170	96th
Universidade Federal de Minas Gerais	ODS 11	Output in Top 10% Journals (THE)	2022	29	170	96th
Universidade Federal de Minas Gerais	ODS 11	Output in Top 10% Journals (THE)	2023	43	170	96th
Universidade Federal de Minas Gerais	ODS 11	Output in Top 10% Journals (THE) Median	2019	1	6	
Universidade Federal de Minas Gerais	ODS 11	Output in Top 10% Journals (THE) Median	2020	2	6	
Universidade Federal de Minas Gerais	ODS 11	Output in Top 10% Journals (THE) Median	2021	2	6	
Universidade Federal de Minas Gerais	ODS 11	Output in Top 10% Journals (THE) Median	2022	2	6	
Universidade Federal de Minas Gerais	ODS 11	Output in Top 10% Journals (THE) Median	2023	2	6	
Universidade Federal de Minas Gerais	ODS 12	Scholarly Output (THE)	2019	60	315	93rd
Universidade Federal de Minas Gerais	ODS 12	Scholarly Output (THE)	2020	53	315	93rd
Universidade Federal de Minas Gerais	ODS 12	Scholarly Output (THE)	2021	63	315	93rd
Universidade Federal de Minas Gerais	ODS 12	Scholarly Output (THE)	2022	66	315	93rd
Universidade Federal de Minas Gerais	ODS 12	Scholarly Output (THE)	2023	73	315	93rd
Universidade Federal de Minas Gerais	ODS 12	Scholarly Output (THE) Median	2019	7	39	
Universidade Federal de Minas Gerais	ODS 12	Scholarly Output (THE) Median	2020	8	39	
Universidade Federal de Minas Gerais	ODS 12	Scholarly Output (THE) Median	2021	10	39	
Universidade Federal de Minas Gerais	ODS 12	Scholarly Output (THE) Median	2022	11	39	
Universidade Federal de Minas Gerais	ODS 12	Scholarly Output (THE) Median	2023	13	39	
Universidade Federal de Minas Gerais	ODS 12	Field-Weighted Citation Impact - 5 Year (THE)	2019	1.14	1.58	63rd
Universidade Federal de Minas Gerais	ODS 12	Field-Weighted Citation Impact - 5 Year (THE)	2020	4.7	1.58	63rd
Universidade Federal de Minas Gerais	ODS 12	Field-Weighted Citation Impact - 5 Year (THE)	2021	1.17	1.58	63rd
Universidade Federal de Minas Gerais	ODS 12	Field-Weighted Citation Impact - 5 Year (THE)	2022	0.83	1.58	63rd
Universidade Federal de Minas Gerais	ODS 12	Field-Weighted Citation Impact - 5 Year (THE)	2023	0.71	1.58	63rd
Universidade Federal de Minas Gerais	ODS 12	Field-Weighted Citation Impact - 5 Year (THE) Median	2019	1.21	1.41	
Universidade Federal de Minas Gerais	ODS 12	Field-Weighted Citation Impact - 5 Year (THE) Median	2020	1.33	1.41	
Universidade Federal de Minas Gerais	ODS 12	Field-Weighted Citation Impact - 5 Year (THE) Median	2021	1.31	1.41	
Universidade Federal de Minas Gerais	ODS 12	Field-Weighted Citation Impact - 5 Year (THE) Median	2022	1.33	1.41	
Universidade Federal de Minas Gerais	ODS 12	Field-Weighted Citation Impact - 5 Year (THE) Median	2023	1.3	1.41	
Universidade Federal de Minas Gerais	ODS 12	Output in Top 10% Journals (THE)	2019	17	94	92nd
Universidade Federal de Minas Gerais	ODS 12	Output in Top 10% Journals (THE)	2020	19	94	92nd
Universidade Federal de Minas Gerais	ODS 12	Output in Top 10% Journals (THE)	2021	19	94	92nd
Universidade Federal de Minas Gerais	ODS 12	Output in Top 10% Journals (THE)	2022	18	94	92nd
Universidade Federal de Minas Gerais	ODS 12	Output in Top 10% Journals (THE)	2023	21	94	92nd
Universidade Federal de Minas Gerais	ODS 12	Output in Top 10% Journals (THE) Median	2019	1	7	
Universidade Federal de Minas Gerais	ODS 12	Output in Top 10% Journals (THE) Median	2020	2	7	
Universidade Federal de Minas Gerais	ODS 12	Output in Top 10% Journals (THE) Median	2021	2	7	
Universidade Federal de Minas Gerais	ODS 12	Output in Top 10% Journals (THE) Median	2022	2	7	
Universidade Federal de Minas Gerais	ODS 12	Output in Top 10% Journals (THE) Median	2023	2	7	
Universidade Federal de Minas Gerais	ODS 13	Scholarly Output (THE)	2019	48	304	91st
Universidade Federal de Minas Gerais	ODS 13	Scholarly Output (THE)	2020	56	304	91st
Universidade Federal de Minas Gerais	ODS 13	Scholarly Output (THE)	2021	64	304	91st
Universidade Federal de Minas Gerais	ODS 13	Scholarly Output (THE)	2022	77	304	91st
Universidade Federal de Minas Gerais	ODS 13	Scholarly Output (THE)	2023	59	304	91st
Universidade Federal de Minas Gerais	ODS 13	Scholarly Output (THE) Median	2019	7	34	
Universidade Federal de Minas Gerais	ODS 13	Scholarly Output (THE) Median	2020	8	34	
Universidade Federal de Minas Gerais	ODS 13	Scholarly Output (THE) Median	2021	10	34	
Universidade Federal de Minas Gerais	ODS 13	Scholarly Output (THE) Median	2022	11	34	
Universidade Federal de Minas Gerais	ODS 13	Scholarly Output (THE) Median	2023	13	34	
Universidade Federal de Minas Gerais	ODS 13	Field-Weighted Citation Impact - 5 Year (THE)	2019	1.56	1.4	51st
Universidade Federal de Minas Gerais	ODS 13	Field-Weighted Citation Impact - 5 Year (THE)	2020	1.17	1.4	51st
Universidade Federal de Minas Gerais	ODS 13	Field-Weighted Citation Impact - 5 Year (THE)	2021	1.69	1.4	51st
Universidade Federal de Minas Gerais	ODS 13	Field-Weighted Citation Impact - 5 Year (THE)	2022	1.45	1.4	51st
Universidade Federal de Minas Gerais	ODS 13	Field-Weighted Citation Impact - 5 Year (THE)	2023	1.12	1.4	51st
Universidade Federal de Minas Gerais	ODS 13	Field-Weighted Citation Impact - 5 Year (THE) Median	2019	1.35	1.5	
Universidade Federal de Minas Gerais	ODS 13	Field-Weighted Citation Impact - 5 Year (THE) Median	2020	1.41	1.5	
Universidade Federal de Minas Gerais	ODS 13	Field-Weighted Citation Impact - 5 Year (THE) Median	2021	1.42	1.5	
Universidade Federal de Minas Gerais	ODS 13	Field-Weighted Citation Impact - 5 Year (THE) Median	2022	1.45	1.5	
Universidade Federal de Minas Gerais	ODS 13	Field-Weighted Citation Impact - 5 Year (THE) Median	2023	1.42	1.5	
Universidade Federal de Minas Gerais	ODS 13	Output in Top 10% Journals (THE)	2019	21	106	90th
Universidade Federal de Minas Gerais	ODS 13	Output in Top 10% Journals (THE)	2020	18	106	90th
Universidade Federal de Minas Gerais	ODS 13	Output in Top 10% Journals (THE)	2021	28	106	90th
Universidade Federal de Minas Gerais	ODS 13	Output in Top 10% Journals (THE)	2022	22	106	90th
Universidade Federal de Minas Gerais	ODS 13	Output in Top 10% Journals (THE)	2023	17	106	90th
Universidade Federal de Minas Gerais	ODS 13	Output in Top 10% Journals (THE) Median	2019	2	7	
Universidade Federal de Minas Gerais	ODS 13	Output in Top 10% Journals (THE) Median	2020	2	7	
Universidade Federal de Minas Gerais	ODS 13	Output in Top 10% Journals (THE) Median	2021	2	7	
Universidade Federal de Minas Gerais	ODS 13	Output in Top 10% Journals (THE) Median	2022	2	7	
Universidade Federal de Minas Gerais	ODS 13	Output in Top 10% Journals (THE) Median	2023	3	7	
Universidade Federal de Minas Gerais	ODS 14	Scholarly Output (THE)	2019	37	199	92nd
Universidade Federal de Minas Gerais	ODS 14	Scholarly Output (THE)	2020	41	199	92nd
Universidade Federal de Minas Gerais	ODS 14	Scholarly Output (THE)	2021	34	199	92nd
Universidade Federal de Minas Gerais	ODS 14	Scholarly Output (THE)	2022	48	199	92nd
Universidade Federal de Minas Gerais	ODS 14	Scholarly Output (THE)	2023	39	199	92nd
Universidade Federal de Minas Gerais	ODS 14	Scholarly Output (THE) Median	2019	5	15	
Universidade Federal de Minas Gerais	ODS 14	Scholarly Output (THE) Median	2020	6	15	
Universidade Federal de Minas Gerais	ODS 14	Scholarly Output (THE) Median	2021	6	15	
Universidade Federal de Minas Gerais	ODS 14	Scholarly Output (THE) Median	2022	6	15	
Universidade Federal de Minas Gerais	ODS 14	Scholarly Output (THE) Median	2023	6	15	
Universidade Federal de Minas Gerais	ODS 14	Field-Weighted Citation Impact - 5 Year (THE)	2019	1.12	1.08	58th
Universidade Federal de Minas Gerais	ODS 14	Field-Weighted Citation Impact - 5 Year (THE)	2020	1.4	1.08	58th
Universidade Federal de Minas Gerais	ODS 14	Field-Weighted Citation Impact - 5 Year (THE)	2021	1.06	1.08	58th
Universidade Federal de Minas Gerais	ODS 14	Field-Weighted Citation Impact - 5 Year (THE)	2022	0.92	1.08	58th
Universidade Federal de Minas Gerais	ODS 14	Field-Weighted Citation Impact - 5 Year (THE)	2023	0.92	1.08	58th
Universidade Federal de Minas Gerais	ODS 14	Field-Weighted Citation Impact - 5 Year (THE) Median	2019	1.1	1.13	
Universidade Federal de Minas Gerais	ODS 14	Field-Weighted Citation Impact - 5 Year (THE) Median	2020	1.08	1.13	
Universidade Federal de Minas Gerais	ODS 14	Field-Weighted Citation Impact - 5 Year (THE) Median	2021	1.11	1.13	
Universidade Federal de Minas Gerais	ODS 14	Field-Weighted Citation Impact - 5 Year (THE) Median	2022	1.07	1.13	
Universidade Federal de Minas Gerais	ODS 14	Field-Weighted Citation Impact - 5 Year (THE) Median	2023	1.04	1.13	
Universidade Federal de Minas Gerais	ODS 14	Output in Top 10% Journals (THE)	2019	20	79	93rd
Universidade Federal de Minas Gerais	ODS 14	Output in Top 10% Journals (THE)	2020	15	79	93rd
Universidade Federal de Minas Gerais	ODS 14	Output in Top 10% Journals (THE)	2021	13	79	93rd
Universidade Federal de Minas Gerais	ODS 14	Output in Top 10% Journals (THE)	2022	19	79	93rd
Universidade Federal de Minas Gerais	ODS 14	Output in Top 10% Journals (THE)	2023	12	79	93rd
Universidade Federal de Minas Gerais	ODS 14	Output in Top 10% Journals (THE) Median	2019	1	3	
Universidade Federal de Minas Gerais	ODS 14	Output in Top 10% Journals (THE) Median	2020	1	3	
Universidade Federal de Minas Gerais	ODS 14	Output in Top 10% Journals (THE) Median	2021	2	3	
Universidade Federal de Minas Gerais	ODS 14	Output in Top 10% Journals (THE) Median	2022	2	3	
Universidade Federal de Minas Gerais	ODS 14	Output in Top 10% Journals (THE) Median	2023	1	3	
Universidade Federal de Minas Gerais	ODS 15	Scholarly Output (THE)	2019	133	675	99th
Universidade Federal de Minas Gerais	ODS 15	Scholarly Output (THE)	2020	153	675	99th
Universidade Federal de Minas Gerais	ODS 15	Scholarly Output (THE)	2021	146	675	99th
Universidade Federal de Minas Gerais	ODS 15	Scholarly Output (THE)	2022	120	675	99th
Universidade Federal de Minas Gerais	ODS 15	Scholarly Output (THE)	2023	123	675	99th
Universidade Federal de Minas Gerais	ODS 15	Scholarly Output (THE) Median	2019	6	21	
Universidade Federal de Minas Gerais	ODS 15	Scholarly Output (THE) Median	2020	6	21	
Universidade Federal de Minas Gerais	ODS 15	Scholarly Output (THE) Median	2021	7	21	
Universidade Federal de Minas Gerais	ODS 15	Scholarly Output (THE) Median	2022	7	21	
Universidade Federal de Minas Gerais	ODS 15	Scholarly Output (THE) Median	2023	7	21	
Universidade Federal de Minas Gerais	ODS 15	Field-Weighted Citation Impact - 5 Year (THE)	2019	1.66	1.36	65th
Universidade Federal de Minas Gerais	ODS 15	Field-Weighted Citation Impact - 5 Year (THE)	2020	1.1	1.36	65th
Universidade Federal de Minas Gerais	ODS 15	Field-Weighted Citation Impact - 5 Year (THE)	2021	1.28	1.36	65th
Universidade Federal de Minas Gerais	ODS 15	Field-Weighted Citation Impact - 5 Year (THE)	2022	1.25	1.36	65th
Universidade Federal de Minas Gerais	ODS 15	Field-Weighted Citation Impact - 5 Year (THE)	2023	1.53	1.36	65th
Universidade Federal de Minas Gerais	ODS 15	Field-Weighted Citation Impact - 5 Year (THE) Median	2019	1.04	1.2	
Universidade Federal de Minas Gerais	ODS 15	Field-Weighted Citation Impact - 5 Year (THE) Median	2020	1.07	1.2	
Universidade Federal de Minas Gerais	ODS 15	Field-Weighted Citation Impact - 5 Year (THE) Median	2021	1.14	1.2	
Universidade Federal de Minas Gerais	ODS 15	Field-Weighted Citation Impact - 5 Year (THE) Median	2022	1.11	1.2	
Universidade Federal de Minas Gerais	ODS 15	Field-Weighted Citation Impact - 5 Year (THE) Median	2023	1.16	1.2	
Universidade Federal de Minas Gerais	ODS 15	Output in Top 10% Journals (THE)	2019	48	173	97th
Universidade Federal de Minas Gerais	ODS 15	Output in Top 10% Journals (THE)	2020	41	173	97th
Universidade Federal de Minas Gerais	ODS 15	Output in Top 10% Journals (THE)	2021	30	173	97th
Universidade Federal de Minas Gerais	ODS 15	Output in Top 10% Journals (THE)	2022	23	173	97th
Universidade Federal de Minas Gerais	ODS 15	Output in Top 10% Journals (THE)	2023	31	173	97th
Universidade Federal de Minas Gerais	ODS 15	Output in Top 10% Journals (THE) Median	2019	1	4	
Universidade Federal de Minas Gerais	ODS 15	Output in Top 10% Journals (THE) Median	2020	1	4	
Universidade Federal de Minas Gerais	ODS 15	Output in Top 10% Journals (THE) Median	2021	2	4	
Universidade Federal de Minas Gerais	ODS 15	Output in Top 10% Journals (THE) Median	2022	1	4	
Universidade Federal de Minas Gerais	ODS 15	Output in Top 10% Journals (THE) Median	2023	1	4	
Universidade Federal de Minas Gerais	ODS 16	Scholarly Output (THE)	2019	59	382	96th
Universidade Federal de Minas Gerais	ODS 16	Scholarly Output (THE)	2020	76	382	96th
Universidade Federal de Minas Gerais	ODS 16	Scholarly Output (THE)	2021	77	382	96th
Universidade Federal de Minas Gerais	ODS 16	Scholarly Output (THE)	2022	93	382	96th
Universidade Federal de Minas Gerais	ODS 16	Scholarly Output (THE)	2023	77	382	96th
Universidade Federal de Minas Gerais	ODS 16	Scholarly Output (THE) Median	2019	5	18	
Universidade Federal de Minas Gerais	ODS 16	Scholarly Output (THE) Median	2020	5	18	
Universidade Federal de Minas Gerais	ODS 16	Scholarly Output (THE) Median	2021	6	18	
Universidade Federal de Minas Gerais	ODS 16	Scholarly Output (THE) Median	2022	6	18	
Universidade Federal de Minas Gerais	ODS 16	Scholarly Output (THE) Median	2023	7	18	
Universidade Federal de Minas Gerais	ODS 16	Field-Weighted Citation Impact - 5 Year (THE)	2019	0.69	2.42	87th
Universidade Federal de Minas Gerais	ODS 16	Field-Weighted Citation Impact - 5 Year (THE)	2020	9.42	2.42	87th
Universidade Federal de Minas Gerais	ODS 16	Field-Weighted Citation Impact - 5 Year (THE)	2021	0.82	2.42	87th
Universidade Federal de Minas Gerais	ODS 16	Field-Weighted Citation Impact - 5 Year (THE)	2022	0.79	2.42	87th
Universidade Federal de Minas Gerais	ODS 16	Field-Weighted Citation Impact - 5 Year (THE)	2023	0.48	2.42	87th
Universidade Federal de Minas Gerais	ODS 16	Field-Weighted Citation Impact - 5 Year (THE) Median	2019	0.86	1.01	
Universidade Federal de Minas Gerais	ODS 16	Field-Weighted Citation Impact - 5 Year (THE) Median	2020	0.96	1.01	
Universidade Federal de Minas Gerais	ODS 16	Field-Weighted Citation Impact - 5 Year (THE) Median	2021	0.91	1.01	
Universidade Federal de Minas Gerais	ODS 16	Field-Weighted Citation Impact - 5 Year (THE) Median	2022	0.92	1.01	
Universidade Federal de Minas Gerais	ODS 16	Field-Weighted Citation Impact - 5 Year (THE) Median	2023	0.87	1.01	
Universidade Federal de Minas Gerais	ODS 16	Output in Top 10% Journals (THE)	2019	8	47	92nd
Universidade Federal de Minas Gerais	ODS 16	Output in Top 10% Journals (THE)	2020	8	47	92nd
Universidade Federal de Minas Gerais	ODS 16	Output in Top 10% Journals (THE)	2021	7	47	92nd
Universidade Federal de Minas Gerais	ODS 16	Output in Top 10% Journals (THE)	2022	12	47	92nd
Universidade Federal de Minas Gerais	ODS 16	Output in Top 10% Journals (THE)	2023	12	47	92nd
Universidade Federal de Minas Gerais	ODS 16	Output in Top 10% Journals (THE) Median	2019	1	2	
Universidade Federal de Minas Gerais	ODS 16	Output in Top 10% Journals (THE) Median	2020	1	2	
Universidade Federal de Minas Gerais	ODS 16	Output in Top 10% Journals (THE) Median	2021	1	2	
Universidade Federal de Minas Gerais	ODS 16	Output in Top 10% Journals (THE) Median	2022	1	2	
Universidade Federal de Minas Gerais	ODS 16	Output in Top 10% Journals (THE) Median	2023	1	2	
Universidade Federal de Minas Gerais	ODS 17	Scholarly Output (THE)	2019	1447	8620	97th
Universidade Federal de Minas Gerais	ODS 17	Scholarly Output (THE)	2020	1749	8620	97th
Universidade Federal de Minas Gerais	ODS 17	Scholarly Output (THE)	2021	1900	8620	97th
Universidade Federal de Minas Gerais	ODS 17	Scholarly Output (THE)	2022	1758	8620	97th
Universidade Federal de Minas Gerais	ODS 17	Scholarly Output (THE)	2023	1766	8620	97th
Universidade Federal de Minas Gerais	ODS 17	Scholarly Output (THE) Median	2019	73	507	
Universidade Federal de Minas Gerais	ODS 17	Scholarly Output (THE) Median	2020	94	507	
Universidade Federal de Minas Gerais	ODS 17	Scholarly Output (THE) Median	2021	117	507	
Universidade Federal de Minas Gerais	ODS 17	Scholarly Output (THE) Median	2022	130	507	
Universidade Federal de Minas Gerais	ODS 17	Scholarly Output (THE) Median	2023	142	507	
Universidade Federal de Minas Gerais	ODS 17	Co-authorship with Low or Lower-middle Income Countries (THE)	2019	0.036	0.048	35th
Universidade Federal de Minas Gerais	ODS 17	Co-authorship with Low or Lower-middle Income Countries (THE)	2020	0.044	0.048	35th
Universidade Federal de Minas Gerais	ODS 17	Co-authorship with Low or Lower-middle Income Countries (THE)	2021	0.045	0.048	35th
Universidade Federal de Minas Gerais	ODS 17	Co-authorship with Low or Lower-middle Income Countries (THE)	2022	0.057	0.048	35th
Universidade Federal de Minas Gerais	ODS 17	Co-authorship with Low or Lower-middle Income Countries (THE)	2023	0.057	0.048	35th
Universidade Federal de Minas Gerais	ODS 17	Co-authorship with Low or Lower-middle Income Countries (THE) Median	2019	0.034	0.071	
Universidade Federal de Minas Gerais	ODS 17	Co-authorship with Low or Lower-middle Income Countries (THE) Median	2020	0.051	0.071	
Universidade Federal de Minas Gerais	ODS 17	Co-authorship with Low or Lower-middle Income Countries (THE) Median	2021	0.064	0.071	
Universidade Federal de Minas Gerais	ODS 17	Co-authorship with Low or Lower-middle Income Countries (THE) Median	2022	0.08	0.071	
Universidade Federal de Minas Gerais	ODS 17	Co-authorship with Low or Lower-middle Income Countries (THE) Median	2023	0.082	0.071	

